"instagram_id", "max_posts", "follower", "numMonth", "numWeek", "recent_post_date"
ark_nova_official,12,1288,12,3,20180831
armadillo_distribution,12,1937,0,0,20180725
haruka_nara,12,339,3,1,20180829
aromaticus_accessory,12,1408,8,5,20180903
aronhulu_clothing,12,514,6,1,20180829
trickormind,12,28,0,0,20180706
artcocktail_osaka,12,149,5,0,20180820
yumaahi,12,245,6,3,20180830
hirochikamachida,12,1791,12,4,20180903
asachill,12,12471,12,4,20180901
asagoromo929,12,104,12,4,20180903
mieharapeko,12,1049,12,4,20180902
asayoru_used,12,31,2,0,20180806
a_select0505,12,32,0,0,20180801
asselect710,12,176,0,0,20171215
asgrow148,12,775,3,1,20180827
ashley_reekome,12,818,11,5,20180903
astraios_shop,12,285,0,0,20171018
astrojemimas,6,8,0,0,20170411
asuka.shimada,12,203,0,0,20180706
asuka_kawazu,12,57960,12,1,20180831
at123handmade,12,174,7,1,20180902
ataraxia_k,12,170,0,0,20180703
atelier_s111,12,491,12,4,20180902
atelier_lab,12,3505,0,0,20180626
atelier307,12,409,12,5,20180903
okinawa.atelier43,12,361,12,4,20180902
atelier_dodo,12,302,8,1,20180901
ateliere.acco,12,344,7,2,20180903
NA,12,57622,6,3,20180902
atelier_rooms,12,477,11,2,20180830
pine_create_web,12,496,8,3,20180831
ateliersango,12,256,3,0,20180810
atelier_fiction,12,41,0,0,20180416
hirakata_may,12,154,0,0,20170625
atiromavs,12,269,4,2,20180831
atlaspedal,12,136,5,0,20180814
atomamakids,12,150,4,2,20180828
atoron_art,12,174,9,4,20180903
atsugear,12,353,3,0,20180826
atsuminouen2nd,12,240,10,2,20180902
attara117,12,180,10,0,20180820
attiy_bag,12,543,3,1,20180828
Aumbak,12,276,1,0,20180809
_____awihi,12,174,0,0,20180123
axesroom_official,12,153,4,1,20180828
ayaka.takeuchi625,12,4288,12,0,20180827
aya.made,12,617,1,1,20180903
mlletco,12,147,3,1,20180831
ayurworld.jpn,0,30,0,0,19700101
ayyyah258,12,510,8,0,20180823
ayaminn_,12,215,12,12,20180902
azakuma3,12,72,7,3,20180831
marble.b.b2,12,88,2,0,20180824
babylonzoo2000,12,547,12,7,20180903
babyme.babyme,12,253,0,0,20180306
bahnabeer,12,85,2,0,20180804
himi5,12,442,5,0,20180824
NA,12,57622,6,3,20180902
bakuchoya_net,12,293,12,5,20180903
balisage0124,12,67,0,0,20170724
b_and_b,12,196,7,2,20180902
bando_inc,6,9,0,0,20151119
baobab_store,12,59,0,0,20180525
NA,12,57622,6,3,20180902
barberia1989,12,169,12,7,20180903
bartendercafe,12,253,1,0,20180803
barok_tokyo,12,1059,8,3,20180903
basement_bloom,12,300,2,0,20180810
bassculture,12,1039,12,1,20180903
prefere_aco,12,241,6,4,20180903
baubau,0,1,0,0,19700101
bavoletful,12,135,0,0,20180722
bazf.official,12,225,2,0,20180815
bcr_kino,12,96,1,0,20180807
bdli_jp,12,199,0,0,20180716
beachflap,12,409,12,3,20180831
bean_product,12,1603,0,0,20180702
haruka.sakurai41,12,415,3,1,20180830
shibuyanchi,0,61,0,0,19700101
bm_japan,12,229,2,1,20180828
beautysalonmy,12,94,2,1,20180830
b.eave.r,12,170,1,0,20180810
bebe_couture,12,131,1,1,20180831
beer2life,12,181,12,7,20180902
craftbeer_cafe,12,1214,5,1,20180831
toa_beerillustrator,12,120,0,0,20170530
behappy.a,12,102,1,1,20180831
beijar_accessory,12,149,0,0,20180628
belladonna.noir,12,609,6,2,20180901
bellcloset_for_dog,12,1243,0,0,20180520
bellelavie2017,12,215,5,1,20180828
kohei_1991_,12,1231,12,9,20180903
benciny,12,348,4,1,20180830
be.ni.o,12,249,1,0,20180811
_benir_,12,84,0,0,20180613
beni_417,12,313,2,2,20180901
berrry.closet,12,686,12,12,20180903
kiko.b_garden,12,670,12,5,20180831
bringing_heaven_to_earth,12,920,7,0,20180822
bibish_cheemohat,2,3,0,0,20161128
bible5090,12,1706,12,12,20180903
biene_baby_kids,12,47,0,0,20180627
bienmore,12,1153,12,12,20180903
chi_mustard,12,104,0,0,20180625
big_land_11,12,480,11,0,20180818
handmademeee,12,1726,0,0,20180521
CYCLEPAL81,12,31,0,0,20170126
billig.kawaii,12,841,0,0,20180302
billk_mowa,12,315,1,0,20180810
bimbamboom_tokyo,12,475,3,0,20180824
biobeauty.cosme,12,7,1,1,20180902
biolife_lab,12,510,6,1,20180901
chie_kasanuki,12,140,3,3,20180902
shoperzu,12,698,3,0,20180814
art_en_corporation,12,532,2,1,20180828
tomokix115,12,561,2,0,20180811
bitter20120301,12,1533,3,2,20180902
blairaccessories,12,360,7,4,20180901
blair.select,12,239,0,0,20180530
blancheur.ginza,12,1206,4,0,20180821
blanc_kee,12,499,3,1,20180828
blanco_atago,12,476,12,12,20180902
blendofukuoka,12,186,6,2,20180902
blessingstone.kei,12,1750,12,9,20180903
blinders.jp,12,633,3,0,20180818
blissteen,12,635,12,3,20180831
blitz315,12,526,12,5,20180903
t_nakakura,12,870,8,4,20180830
blueblue84,12,546,5,1,20180901
flower___village,12,660,12,6,20180902
rili_aloha,12,754,6,1,20180901
blue_and_jazzmin,12,462,0,0,20180609
blueroom115,12,333,1,0,20180823
bluespoon_coffeeroasters,12,985,5,2,20180901
beauty_merrows,12,195,2,0,20180827
boooccckkkyyy,12,2001,12,6,20180831
katsukichi_official,12,504,5,1,20180830
bodysong_,12,4619,1,1,20180902
poleandlinejapan,12,223,1,0,20180821
boho_kiki,12,60,0,0,20180704
boite_a_bijoux,12,557,12,2,20180903
hanaesatoshi,12,598,12,2,20180901
bon_amu,12,26171,8,1,20180830
bondir_acc,12,38,8,0,20180818
bong_ojisan,4,16,1,0,20180814
bonkura0816,12,13869,11,2,20180901
bonsairecord,12,310,5,2,20180901
bonsaiyatoki,12,3124,12,5,20180902
bontique__,12,272,9,2,20180829
borsaio,12,135,5,2,20180903
botanical_sendai,12,2789,12,6,20180903
mensmelrose_h,12,2013,12,12,20180903
bowljuice,12,658,4,1,20180901
breathhamamatsu_official,12,1209,12,2,20180901
brezza_official,5,25,0,0,20160706
atelier_brezza,12,427,0,0,20180719
brighter.arisa,12,726,4,0,20180815
brilante_accessory,12,228,1,1,20180830
45ma2,12,567,12,2,20180901
bring_official,12,1149,0,0,20170814
yunism2,12,334,0,0,20180702
brilliant_pear,12,442,0,0,20180702
brooklyn_furniture,12,572,0,0,20180406
browns_field,12,1782,8,1,20180827
bruce_2nd,12,236,1,0,20180815
brun_room,12,2880,5,0,20180826
sozai_restaurant_brutus_,12,147,4,2,20180902
hofu9a,12,865,5,2,20180901
business_shoes_store,12,78,0,0,20180606
usedshop_bubblegum,12,1076,0,0,20180623
KIM_YANGPHI,12,360,7,0,20180824
fugsaya,12,353,12,4,20180903
buffalo_tracks,12,464,12,3,20180903
bugrassfarmers,12,843,12,4,20180902
yusshiiii,12,162,12,4,20180902
bunkichiya,12,151,6,1,20180828
bunseisya,12,200,12,0,20180817
bureikoh.project,12,238,10,0,20180813
bustacrew06,5,16,0,0,20170904
butterflyyogi.jp,12,1468,0,0,20180618
rightfitclub,12,634,7,1,20180831
nuno.jp,0,0,0,0,19700101
by164paris.jp,12,120,0,0,20180728
by6sense_inthecloset,12,879,12,6,20180902
by_kou,12,65,3,1,20180831
cadeau_d_amour,12,222,0,0,20180802
cadetto,12,140,4,0,20180827
cafecherish,12,908,12,3,20180902
cafeeru,0,732,0,0,19700101
cailin.agus.grandma,12,138,0,0,20161130
calendarstheband,12,363,1,0,20180809
caliner_pic,12,111,2,0,20180811
candly_info,12,965,12,2,20180901
capricemaimade,12,169,0,0,20170703
carina.823,12,184,1,0,20180823
carpediem_est2015,12,315,7,1,20180901
carpediemofficialjapan,12,734,12,7,20180903
carrie.closet,12,812,12,3,20180902
carte.official,12,37,2,1,20180901
arakicase,12,45,0,0,20180608
castella_note,12,1009,2,1,20180830
cat___cake,12,1262,12,0,20180827
cazaruomotesando,12,479,0,0,20170531
cbd.official,12,1344,2,0,20180821
can_d_shop,12,326,12,6,20180903
celery.rrr,12,951,7,0,20180826
cem_broche,12,33,3,3,20180829
cenote_cafe.nail,12,715,12,12,20180902
cento_f,12,23,2,0,20180822
ceramica_shigemi,12,53,12,3,20180831
cereal_koenji,12,1814,12,5,20180902
conforto.facil,12,222,0,0,20180711
chaaami717,12,650,12,1,20180901
chacOrange,12,120,8,1,20180829
chai.kha,12,4070,12,5,20180903
Chakimam,0,447,0,0,19700101
cmxacce,12,176,12,0,20180827
chambrette.kmp,12,536,12,6,20180902
champ_de_blanc,12,343,3,0,20180818
pt_alo,12,64,0,0,20170321
chapechapic,12,1578,12,12,20180902
charatme,12,564,0,0,20180720
iiiiiiiiiijiiiiiiiiii_a,12,81,0,0,20171207
charlottestore.jp,4,0,0,0,20160306
charmant_coco,12,857,9,3,20180902
deliciousweets,5,79,0,0,20160329
yuzo_ishida,12,5937,12,5,20180902
boutique_chau,12,192,0,0,20180623
CHAUTESEI,12,519,12,7,20180902
kanakokitaura,12,248,12,7,20180831
cheerful_puppets,12,80,0,0,20180610
cheeky.jp,12,74,0,0,20180614
chic_by.elegant,12,186,0,0,20180529
CHICO97CHICO,12,1617,1,0,20180807
chidapan.hakone,12,1790,12,6,20180902
chr.fashion,12,92,0,0,20170910
chikoakuse,12,82,2,0,20180810
Chillax41,12,214,0,0,20180607
chillchair_koenji,12,1919,0,0,20180801
chillhousejp,12,169,9,3,20180829
ryochion,0,1143,0,0,19700101
chipmunk_taddyhare,12,1774,5,3,20180901
chisa_works_handcrafted,12,64,4,0,20180815
choco_mint.hedgie,12,32739,12,6,20180901
chiyoco000,12,62,0,0,20180218
bambi_garden,12,1062,12,2,20180903
choco_mint30,12,288,0,0,20180602
shop.chocos,11,17,0,0,20170806
tatami_shop_chonan,12,324,5,2,20180902
chouchou_kaori,12,373,0,0,20180720
ma__chouchoute,12,178,0,0,20180702
maybe_a_bit_chubby,12,201,2,1,20180901
chuheekorea,12,1209,3,0,20180824
NA,12,57623,6,3,20180902
cielblue_brilliant,12,191,3,0,20180817
ciel_vif,12,129,8,0,20180819
telynmoto,12,159,12,12,20180903
choose.choice,12,351,0,0,20180627
cioca37,12,778,12,9,20180903
atelier_ci_pu,12,93,6,0,20180827
circa_kobe,12,4326,12,8,20180903
circlepartyofficial,12,269,12,4,20180902
ciroc_x_ciroc,12,267,3,0,20180827
cissy.tokyo,12,22,0,0,20180524
cissylady_info,12,3,6,6,20180830
___ciclo,12,305,5,0,20180816
natsunatsulily,12,2297,1,0,20180803
clara.salon.01,12,612,12,3,20180901
closet_bar,12,462,3,2,20180901
reincarnation_tyo,12,346,0,0,20180730
kawakami.shiho,12,686,4,2,20180902
cocoa1762,12,106,1,0,20180826
beachjewelry_cocobeach,12,100,12,7,20180901
coco.cbaby,12,548,12,10,20180903
cocohalle_official,12,55,1,1,20180901
select_shop_cocon,12,166,0,0,20180318
cocon_iro_soushingu,12,349,12,3,20180903
maisonde_ao,12,100,7,6,20180903
cocoryne,12,858,10,0,20180827
coenoe,5,3,0,0,20170415
coffeeroasterie.KATANA,12,149,0,0,20180629
cojunshoten,12,88,3,0,20180819
collectroom,12,124,2,2,20180901
commabag,12,1933,9,2,20180903
complex_boost,12,217,0,0,20180619
selectshop_confeet,12,123,0,0,20180507
michi_amanagawa,12,58,1,1,20180829
cookie_ya_sally,12,369,3,1,20180831
nagysan,12,197,1,0,20180805
corazon.acce,12,170,8,2,20180903
NA,12,57623,6,3,20180902
corecolor365,12,538,12,12,20180902
cosyhana,12,88,3,1,20180828
_cotesunday_,12,69,0,0,20180408
cotoha_broderie,12,1948,12,6,20180902
coutu.and,12,553,11,2,20180901
yuko.cm1013,12,418,6,2,20180903
ko_bo_daishi,12,65,8,2,20180830
goutte_acc,12,28,0,0,20180706
crayonkids721,5,3,5,0,20180821
imadamomoko,12,154,4,4,20180901
creambaseshop,12,106,0,0,20180302
creativefrenchtoast,12,2173,7,3,20180903
rami_hoshinomiya,12,80,1,0,20180806
crude.yamada,12,881,6,1,20180829
cruxpark,12,804,12,5,20180903
c.s.sakura,12,293,12,3,20180902
cstreet1985,12,182,4,1,20180902
cross_the_border.shop,12,395,0,0,20180209
ct_flag_store,12,373,6,0,20180825
cuirdeson,12,539,7,1,20180831
curva_novia,12,1597,12,6,20180902
customplate.kps,12,236,12,7,20180902
cutetreasure,12,124,11,1,20180903
cut_looks,12,384,1,0,20180821
cygnetchr,12,175,4,0,20180821
dab_hair,12,12757,12,4,20180901
yome5289,12,165,5,0,20180817
dajeyleatherproducts,12,129,2,0,20180812
cafe_danslaforet,12,91,10,1,20180829
hairmake_asami,12,1317,12,3,20180831
dayliquorstore,12,557,1,0,20180816
day_traction,12,492,8,0,20180826
dcp_inc_accessories,12,51,5,3,20180831
dea_di_gia_xx,12,312,12,4,20180902
decked.japan,12,157,2,0,20180811
ku_umi0802,12,433,5,2,20180903
reikosan_925,12,339,7,0,20180823
de.deesse,0,456,0,0,19700101
mademoisell.yoko,12,126,8,0,20180820
delmarbmx,12,374,2,1,20180829
denali_sumibi,12,405,0,0,20180724
DENDEN_777,12,594,12,1,20180902
denshoku,12,536,12,7,20180903
asa_chikura,12,449,0,0,20180521
mgfe2sio47180,12,423,12,5,20180831
losangelesgallery,12,181,0,0,20170924
despair_shion,12,15,5,0,20180822
detacchijapan,12,24,1,0,20180804
detoxcafefelicidad,12,692,11,1,20180902
dicktogo,12,1980,9,2,20180901
didgemasala,12,262,4,0,20180813
dimply_acc,12,705,7,2,20180903
diopiccolo89,12,579,12,6,20180903
NA,12,57623,6,3,20180902
docan.kohta,12,344,7,2,20180902
__dodo__official,12,356,12,7,20180901
dokidokiclub_insta2,12,1857,10,1,20180828
mof24,12,4170,12,3,20180902
dollyhiiii,12,4487,12,12,20180902
raiscuret,12,137,0,0,20180729
donny_osaka,12,1025,12,5,20180903
doodle45,12,1577,3,0,20180826
accessory_vega,12,169,12,5,20180831
dragonnosuke,12,95,0,0,20180304
dresseddog,8,49,0,0,20180704
ox.drole.xo,12,162,12,4,20180902
dronewraps_by_daiyaservice,12,352,12,12,20180903
dropper_japan,12,830,0,0,20180728
dsmarket2,12,292,12,4,20180902
MCMKSAMAN,12,4156,12,8,20180902
e.and.co.pajamas,12,295,6,1,20180831
earlycross,12,189,0,0,20180414
earthistsjp,12,1220,10,2,20180829
junya_thirdeye,12,7209,12,1,20180829
eba_japan,12,269,2,0,20180821
NA,12,57623,6,3,20180902
eden_secret,12,739,12,7,20180901
bellagio.egaon,12,978,8,2,20180902
eichin1313,12,22560,7,3,20180830
eifu.life,12,96,0,0,20180707
eight_bitter,3,57,0,0,20180502
mitchyuki001,12,87,0,0,20180514
ekorita.fashion,12,60,0,0,20180614
Htminami,12,2180,2,1,20180831
elade_jpn,12,405,3,0,20180808
elandsea2018,12,3406,12,9,20180903
elephantmusic2027,12,22,0,0,20180513
elledecossa,12,459,12,12,20180903
elly5coco,12,42,0,0,20180420
emabelle.insta,6,209,0,0,20180519
emable,0,0,0,0,19700101
acce_e.m,12,659,12,11,20180903
first.fruits,12,173,0,0,20180328
emi_brilliant,12,310,6,0,20180827
emikooocho,12,129,5,3,20180829
kamiyakanako,0,509,0,0,19700101
empire.clothing1988,12,129,0,0,20180705
mmh___01,12,10852,12,8,20180902
encyoku,12,1566,12,4,20180903
eni_tc,12,4164,12,2,20180830
e.n.i.e.n.i,12,171,0,0,20180627
epaulement_h,12,418,0,0,20180523
NA,12,57623,6,3,20180902
equalia0124,12,10,1,0,20180809
equalize.earth,12,684,2,0,20180816
ericalien,12,1497,12,3,20180901
erikun_made,12,746,12,4,20180903
erimaki_cat,12,108,12,3,20180831
cheesecake_lab_seed_yosimi,12,486,12,3,20180902
